Customer_ID,Age,Gender,Annual_Income,Spending_Score,City,Review_Text,Membership_Duration,Purchase_Frequency,Satisfaction_Rating,Income_to_Spending_Ratio,Age_Group,Is_High_Spender,Income_Category,Purchase_Intensity,Engagement_Score,Customer_Segment,City_Tier,Review_Length,Positive_Feedback,Avg_Spend_per_Visit,Loyalty_Index,Has_Long_Membership,Digital_Engagement,Churn(target)
1480,58,Other,46950,,Delhi,Very bad,2,2,5,,,1,Low,18.6,9.805720549,D,Tier 2,8,1,4379.380344,5.952557597,0,0.379677208,0
1482,39,Other,57879,9,,Average quality,7,4,3,5787.9,Adult,,Medium,3.6,6.177405649,A,Tier 3,15,,788.9381527,9.446196826,1,0.989416291,0
1483,37,Other,,23,Chennai,Not satisfied,6,15,4,5406.5,Adult,0,High,34.5,4.385636114,B,Tier 1,13,1,2253.276724,2.003995711,1,0.500429737,0
1484,69,,86830,9,Kolkata,,2,,3,8683,Senior,0,,2.7,4.463665634,A,Tier 1,8,0,390.1287596,,0,0.278446611,0
1485,51,Male,54758,68,Bangalore,Not satisfied,3,16,3,793.5942029,Middle-Aged,0,Medium,108.8,6.665179692,,Tier 1,13,0,1793.813203,3.969780656,,0.960643679,0
1486,62,Female,144069,59,Chennai,Loved it,4,3,1,2401.15,Senior,0,High,17.7,1.550903563,D,Tier 2,8,1,2818.086731,8.180553113,0,0.527553396,1
1487,31,Male,137174,48,Delhi,Good product,,10,1,2799.469388,Adult,0,High,,7.813864753,D,,12,1,2530.866497,2.37908773,0,0.801674355,1
1490,32,Other,127669,,,Loved it,,10,4,12766.9,Adult,0,High,9,8.293463146,C,Tier 1,8,1,448.5690784,6.960974971,1,0.919241541,0
1491,45,Female,74943,25,Kolkata,Loved it,4,,3,2882.423077,Middle-Aged,0,Medium,35,9.679930599,D,Tier 3,8,1,252.796477,9.989347107,0,,0
1493,41,Other,135819,17,,Could be better,5,,5,,,0,,,,C,Tier 1,15,1,1210.737218,1.419116376,0,0.010417197,0
1494,59,Female,97994,56,Bangalore,Could be better,8,13,1,1719.192982,Middle-Aged,0,Medium,72.8,2.803303853,,Tier 2,15,1,5228.653046,3.411060642,1,0.455588842,0
1496,27,Other,58185,48,Mumbai,Excellent,6,3,5,1187.44898,Adult,0,Medium,14.4,2.037633149,C,Tier 1,9,0,741.6627593,5.350992386,1,,0
1497,66,Male,46312,92,Mumbai,Very bad,2,,5,497.9784946,,1,Low,138,7.706273936,A,Tier 2,8,1,8727.754304,7.747780891,,0.18136776,0
1498,,Male,158561,39,Delhi,Average quality,3,11,2,3964.025,Middle-Aged,0,Very High,,4.908337842,A,Tier 1,15,0,1813.352375,4.28428463,0,0.876948617,1
1499,45,Other,139243,,Chennai,Loved it,1,15,1,15471.44444,Middle-Aged,0,High,12,4.837014149,B,Tier 1,8,0,608.6766564,9.543257377,0,,0
1500,35,Other,22795,6,Mumbai,Not satisfied,1,15,4,3256.428571,Adult,0,Low,9,9.47555263,D,Tier 1,,1,517.8088804,8.57303223,0,0.729964581,1
1501,43,,91894,3,Mumbai,Very bad,7,2,3,22973.5,Middle-Aged,,,0.6,1.320605792,D,Tier 1,8,,122.6465994,7.668939264,1,0.424178991,0
1502,44,Other,82119,13,Bangalore,Excellent,3,11,4,5865.642857,Middle-Aged,0,Medium,14.3,,C,Tier 2,9,,,6.008340755,0,0.127081612,0
1505,49,Female,167147,35,Bangalore,Excellent,3,2,5,4642.972222,Middle-Aged,0,Very High,7,7.955932483,B,Tier 1,9,1,3492.349848,3.620247107,0,0.960102305,1
1506,64,Male,114977,99,Mumbai,,2,18,4,1149.77,Senior,1,High,178.2,9.799120794,D,Tier 1,9,0,5547.36332,5.565702093,,0.446150782,1
1508,52,Male,24763,14,Kolkata,Good product,5,8,4,1650.866667,Middle-Aged,0,Low,11.2,3.790234148,B,Tier 1,12,1,195.8098433,3.753605278,0,0.223956552,0
1509,29,Other,88469,10,Bangalore,Loved it,4,17,5,8042.636364,Adult,0,,,1.496360117,C,Tier 3,8,,584.6830919,1.774163688,0,0.753241197,0
1513,64,,181771,62,Kolkata,Loved it,9,19,4,2885.253968,Senior,0,Very High,117.8,5.900626401,C,Tier 3,8,0,2845.021146,1.037018454,1,0.160053025,0
1514,29,Female,165631,21,Delhi,Loved it,7,16,4,7528.681818,Adult,0,Very High,33.6,1.996629621,A,Tier 2,8,1,,8.409127953,1,0.421496467,1
1515,37,Male,45345,40,Chennai,,6,15,5,1105.97561,Adult,0,Low,60,,,Tier 2,15,0,2252.586317,,1,0.036912455,0
1516,35,Female,32940,53,Delhi,Very bad,3,6,2,610,Adult,0,Low,31.8,4.51938063,B,Tier 2,8,1,856.1290943,4.131113865,0,0.704461904,1
1517,62,Male,193353,41,Bangalore,Loved it,8,15,5,4603.642857,,0,Very High,61.5,7.884453866,B,Tier 2,8,0,796.995718,7.455733639,1,0.377358085,0
1519,54,Female,131695,93,Chennai,Not satisfied,8,5,4,1401.010638,Middle-Aged,1,,46.5,,D,Tier 2,13,0,8298.468746,6.179236009,1,0.934406647,0
1520,,Other,147043,77,Bangalore,Good product,4,6,,1885.166667,Middle-Aged,1,High,46.2,4.388676766,C,Tier 1,12,0,2584.393323,3.148897751,0,0.438762423,0
1521,63,Female,,33,,Not satisfied,5,7,5,2788.441176,,0,Medium,23.1,8.244340105,C,Tier 3,13,0,2754.087456,2.961037578,0,0.49600143,0
1522,68,Other,147173,76,Mumbai,Could be better,8,,1,1911.337662,Senior,1,High,129.2,1.824685769,D,Tier 2,15,1,6388.286514,6.78068311,1,0.702445244,0
1523,29,Other,,49,Mumbai,Could be better,6,15,2,850.08,Adult,,Low,73.5,3.441907429,B,Tier 1,15,0,2113.542525,9.515801908,1,0.575314357,0
1524,63,Male,,27,Delhi,Average quality,,4,2,4570.25,,0,High,10.8,5.495470349,C,Tier 1,15,1,2030.299291,9.798661885,0,0.969728344,1
1525,43,Female,128491,26,Delhi,Excellent,9,12,5,4758.925926,Middle-Aged,0,High,31.2,7.531927063,A,Tier 1,9,0,1985.410255,8.551197625,1,0.246647236,0
1527,57,Male,121190,91,,Average quality,9,1,4,1317.282609,Middle-Aged,1,High,9.1,8.411287384,D,Tier 2,15,0,7574.518812,8.542320417,1,0.052434571,1
1528,44,Other,133218,21,,Good product,1,18,,6055.363636,Middle-Aged,0,High,37.8,4.981394509,A,Tier 3,12,0,,3.107415977,0,0.534781725,0
1529,50,Male,180337,,,Loved it,7,13,5,2072.83908,Middle-Aged,1,Very High,111.8,1.926205684,B,Tier 1,8,0,7756.81088,,1,0.88147139,1
1530,,Female,113348,18,Kolkata,,2,2,4,5965.684211,Senior,0,,3.6,1.958466853,D,Tier 3,9,1,1276.671859,2.208099975,0,0.372813677,0
1531,29,Female,21906,50,Chennai,Very bad,7,4,3,429.5294118,Adult,0,Low,,2.570194159,B,,8,1,2767.54192,6.57003008,1,0.33565885,1
1532,,Male,126471,23,Chennai,Excellent,8,18,3,5269.625,Adult,,High,41.4,7.755852327,D,Tier 1,9,0,915.9380658,3.016603422,1,0.077734635,0
1534,23,Male,91792,21,Chennai,Not satisfied,4,19,4,4172.363636,,0,Medium,39.9,9.895751424,C,Tier 1,,0,1431.29942,5.507353388,0,0.061691451,1
1535,65,Male,129779,85,Chennai,Not satisfied,3,13,2,1509.05814,Senior,1,High,110.5,9.482499369,B,Tier 2,13,1,5692.778365,,0,0.360152331,0
1536,38,Other,92902,29,Kolkata,Not satisfied,,3,1,3096.733333,Adult,0,Medium,,1.511577556,C,Tier 2,,1,1390.516958,5.929156056,0,0.497779912,0
1537,61,Other,42821,,,,7,6,2,,Senior,,Low,52.2,1.282417192,A,Tier 3,12,1,7714.160093,1.447784123,,,1
1540,42,Male,118970,54,,Loved it,7,4,3,2163.090909,,0,High,21.6,7.65791009,A,Tier 3,,1,2739.226612,3.551214893,1,0.982654829,0
1541,,Female,193542,92,Mumbai,Very bad,,15,4,2081.096774,Senior,1,Very High,138,7.864811387,A,Tier 3,8,1,4986.580328,1.249680041,1,0.858399681,0
1542,22,Female,83044,71,Chennai,Excellent,1,2,4,1153.388889,Youth,1,Medium,14.2,,D,Tier 3,9,1,6827.264359,1.693031433,0,0.605844761,0
1543,34,Female,,77,Bangalore,Not satisfied,1,19,2,882.9102564,Adult,1,Medium,146.3,,D,Tier 1,13,1,2977.928709,6.547416442,,0.957799592,0
1544,62,Male,,51,Bangalore,Average quality,5,4,2,3216.730769,Senior,0,Very High,20.4,3.19346781,D,Tier 3,,1,4921.030617,7.917830521,0,,0
1545,43,Other,25993,36,Mumbai,Could be better,2,,1,702.5135135,Middle-Aged,0,Low,64.8,9.281650627,C,Tier 3,15,1,2529.230893,5.126636853,0,0.686699436,1
1546,50,Other,23320,52,Delhi,Not satisfied,3,6,2,440,Middle-Aged,0,Low,31.2,1.23717621,A,Tier 2,13,1,795.5217794,3.527312925,,0.601946163,1
1547,18,Other,,31,Mumbai,Average quality,7,19,4,4993.90625,Youth,0,Very High,58.9,6.052795102,C,Tier 3,15,1,2357.363065,4.72806114,1,0.262222646,0
1548,44,Other,186353,68,Kolkata,,1,,3,,Middle-Aged,0,Very High,6.8,1.381173858,A,Tier 1,12,0,2126.080773,9.866523979,0,,0
1549,66,Female,145549,55,Delhi,Very bad,2,3,4,,Senior,0,High,16.5,,C,Tier 1,8,1,5262.597627,2.900407398,0,0.774916387,0
1550,68,Female,60870,73,Bangalore,Good product,5,8,3,822.5675676,Senior,1,Medium,58.4,,D,Tier 3,12,1,6182.041212,4.0117676,0,0.020023269,0
1551,62,Female,168465,29,,Loved it,2,17,2,5615.5,Senior,0,Very High,49.3,7.836000432,C,,8,1,445.3712962,8.063538693,0,0.563694919,0
1553,66,Female,82224,68,Mumbai,Not satisfied,3,14,5,1191.652174,Senior,0,,95.2,5.534308817,B,Tier 1,13,,5535.727506,7.102715592,0,0.950547359,0
1555,42,Other,77913,66,Mumbai,Loved it,9,,4,1162.880597,Middle-Aged,0,Medium,26.4,5.821838196,C,Tier 1,8,1,,6.491538259,1,0.777350063,1
1556,32,Female,134938,22,,Not satisfied,6,11,4,5866.869565,Adult,0,High,24.2,6.512875961,A,Tier 1,13,1,719.4973299,7.350735649,1,0.317135325,0
1560,,Female,43664,70,Chennai,Good product,8,3,,614.9859155,Middle-Aged,0,Low,21,9.255682427,B,Tier 1,12,0,5320.457453,6.884895863,1,0.614062678,1
1561,67,Female,,23,Bangalore,Could be better,,3,1,5420.833333,Senior,0,,6.9,9.087248624,A,Tier 3,15,0,422.225032,8.357394045,0,0.700209894,0
1562,38,Other,168115,55,,Not satisfied,8,19,3,3002.053571,Adult,0,Very High,,3.65438339,B,Tier 1,,1,1188.693039,4.865192439,1,,0
1563,58,Female,163250,55,Mumbai,Good product,,,2,2915.178571,Middle-Aged,0,Very High,66,4.720368663,D,Tier 3,12,1,1126.893185,2.27737236,1,0.388843999,1
1565,65,Female,160791,47,Chennai,Very bad,4,,5,3349.8125,Senior,0,Very High,42.3,7.704201293,B,Tier 2,8,1,3489.333606,7.899382852,0,0.931871111,1
1568,59,Other,127338,55,Bangalore,Loved it,1,2,4,2273.892857,Middle-Aged,0,High,11,6.453151708,A,Tier 3,8,0,1179.238897,7.67313522,0,0.221108563,1
1569,21,Male,38667,43,,Excellent,9,1,4,878.7954545,Youth,0,Low,,5.140929693,C,Tier 3,9,1,2195.098828,,1,0.326795977,0
1571,19,Female,57425,13,Chennai,Loved it,7,5,,4101.785714,Youth,0,Medium,6.5,4.545651478,D,Tier 2,8,1,746.6360102,7.60498967,1,0.221533006,0
1572,35,,164615,98,Mumbai,Good product,6,4,2,1662.777778,Adult,1,Very High,39.2,,C,Tier 1,12,,,7.312135981,1,0.08857766,0
1574,46,Male,,9,Bangalore,Good product,6,3,3,11609,Middle-Aged,0,High,2.7,4.461254136,B,Tier 2,12,0,125.2528918,7.186966547,1,0.916943892,0
1575,62,Other,130084,15,Mumbai,Good product,2,11,,8130.25,Senior,0,High,16.5,3.283738484,D,Tier 1,12,1,1103.623307,7.066611046,0,0.706052602,0
1577,,Male,128775,3,Delhi,Very bad,3,17,5,32193.75,Middle-Aged,0,High,5.1,9.077272463,D,Tier 2,8,0,101.1690788,5.893710803,0,0.276256346,0
1578,41,Other,174721,75,Bangalore,Loved it,1,,3,2298.960526,Middle-Aged,1,Very High,37.5,4.585630734,C,Tier 1,8,1,3664.270261,8.546474961,0,0.909337574,0
1580,47,Female,148848,44,Delhi,Good product,2,15,4,3307.733333,Middle-Aged,0,High,66,,A,Tier 1,12,0,3747.588828,1.924315222,0,0.792736994,0
1582,53,Other,107508,16,Chennai,Average quality,5,11,1,6324,Middle-Aged,,High,17.6,4.3332594,A,Tier 2,15,1,852.1857323,9.395875718,0,0.698527563,1
1585,49,Other,37118,96,Kolkata,Excellent,2,18,5,382.6597938,Middle-Aged,1,Low,,3.132236071,C,Tier 3,9,1,8469.162125,1.929499168,0,0.728269734,0
1586,68,Other,21577,44,Mumbai,Could be better,6,10,1,479.4888889,Senior,0,Low,44,1.793620551,,Tier 1,15,1,3352.518247,4.687093682,1,0.867993423,0
1587,18,Male,71012,76,Delhi,Good product,3,2,3,922.2337662,Youth,1,Medium,15.2,2.031743287,B,Tier 1,12,0,5214.235086,8.704028492,,,1
1588,61,Male,116367,30,Kolkata,,9,8,,3753.774194,Senior,0,High,24,1.402532346,D,Tier 1,12,1,,4.17051904,1,0.483247343,0
1589,41,Female,161900,9,Delhi,Very bad,8,19,5,16190,Middle-Aged,0,Very High,17.1,7.725720284,B,Tier 3,8,1,723.4657398,7.08193767,1,0.705899811,1
1590,32,Other,133221,79,Mumbai,Loved it,2,4,2,1665.2625,Adult,1,High,31.6,7.754634349,D,Tier 3,8,1,7712.871586,,0,0.937029394,0
1591,52,Other,21605,89,Delhi,Very bad,4,5,3,240.0555556,Middle-Aged,1,Low,44.5,7.072847503,D,Tier 3,8,1,,2.429911128,0,0.195615772,1
1592,61,Female,150912,99,Chennai,Excellent,9,14,4,1509.12,Senior,1,Very High,,5.557701763,B,Tier 3,,1,1977.331381,5.608119212,1,0.563905939,0
1593,25,Other,103028,9,Mumbai,Not satisfied,5,,5,10302.8,Youth,0,,5.4,9.199191689,D,Tier 2,13,1,788.4203691,6.9295861,0,0.343370937,0
1595,60,Male,115251,77,Mumbai,Very bad,6,7,1,1477.576923,Middle-Aged,1,,53.9,5.723182123,,,8,1,5749.896719,,1,0.1161383,0
1596,63,,124127,36,Kolkata,Good product,5,1,1,3354.783784,Senior,0,High,3.6,9.895199407,D,Tier 3,12,1,3258.716935,2.625422557,0,0.371549389,1
1597,34,Male,153114,78,Bangalore,Very bad,5,6,2,1938.151899,Adult,1,,46.8,9.876427726,C,Tier 1,8,0,4223.272454,4.716396086,0,0.241317234,1
1598,64,Male,58737,73,Bangalore,Loved it,1,4,5,793.7432432,,1,Medium,29.2,2.219595422,C,Tier 1,8,1,1625.41924,5.919183197,0,0.904603484,0
1599,67,Other,36374,29,,Not satisfied,9,17,,1212.466667,Senior,0,Low,49.3,5.830467647,C,Tier 3,13,,862.9759617,5.386082778,1,0.997423973,1
1600,68,Female,169634,92,Delhi,,2,4,2,1824.021505,Senior,1,,36.8,6.654600951,A,Tier 3,12,0,3142.069278,3.162148553,0,0.346640374,0
1601,46,Female,33440,98,Mumbai,Not satisfied,1,2,,337.7777778,Middle-Aged,1,Low,19.6,,B,Tier 3,13,1,7769.778526,6.615497951,,0.880022028,1
1604,59,Female,126102,83,,Could be better,8,18,1,1501.214286,Middle-Aged,1,High,149.4,3.375620503,D,Tier 2,15,1,7948.941039,3.519311374,,,0
1605,35,Other,88653,25,Delhi,Not satisfied,2,10,5,3409.730769,Adult,0,Medium,25,3.987924071,D,Tier 3,13,1,1028.907082,7.013353889,0,0.821203851,0
1606,63,Male,143402,71,Delhi,Good product,8,5,1,1991.694444,Senior,1,High,35.5,8.098745311,C,Tier 1,12,0,2416.336638,,1,0.475188138,0
1608,61,Other,182297,2,Delhi,Average quality,3,8,1,,Senior,0,Very High,1.6,4.020651612,A,,15,,117.9145344,5.454051466,0,0.427558944,0
1616,50,Female,67218,45,Mumbai,Not satisfied,1,1,2,1461.26087,,0,Medium,4.5,3.174741533,A,Tier 1,13,1,3187.684678,1.959315531,0,0.318223075,1
1618,29,Male,60633,27,Delhi,Could be better,7,16,1,2165.464286,Adult,0,Medium,,6.168528678,A,Tier 2,15,0,779.8772674,8.253986091,1,0.215329405,0
1620,45,,77692,98,Chennai,Could be better,6,18,2,784.7676768,Middle-Aged,1,Medium,176.4,1.615694365,,,15,1,2134.044998,5.565517881,1,0.853891375,1
1623,54,Female,171462,31,Kolkata,Average quality,1,2,3,5358.1875,Middle-Aged,0,,6.2,8.964052935,A,Tier 1,15,1,2259.484341,9.053595212,0,0.624655525,0
1625,19,Male,,65,Bangalore,Excellent,5,10,,,,0,High,,3.915352734,,Tier 3,9,1,3021.309399,8.853116151,0,0.152233302,0
1626,38,Male,185847,75,Bangalore,Good product,9,2,3,2445.355263,Adult,1,Very High,,1.800417203,A,Tier 3,12,,2239.211381,8.621991169,1,0.022714111,1
1628,66,Other,59041,82,Kolkata,Average quality,2,11,2,711.3373494,Senior,1,Medium,90.2,6.544793072,A,Tier 3,15,0,2725.548419,2.690571597,0,0.614737384,0
1629,58,Female,48511,97,,,,12,1,495.0102041,Middle-Aged,1,Low,116.4,8.906607746,A,Tier 1,15,0,6636.674732,7.146943716,0,0.603187488,0
1630,49,Male,,24,Bangalore,Very bad,5,13,4,,Middle-Aged,0,Medium,31.2,,C,Tier 3,,1,,,0,0.222973307,0
1631,24,Male,35734,70,Mumbai,Very bad,5,1,4,503.2957746,Youth,0,,7,3.535136503,C,Tier 2,8,1,1681.433202,8.586352113,0,0.343227753,0
1632,48,,48899,77,Delhi,Could be better,7,18,4,626.9102564,Middle-Aged,,Low,138.6,2.348286647,A,Tier 2,15,1,2407.084262,3.780078421,1,0.574440983,0
1633,32,Other,150674,38,Delhi,Could be better,7,2,1,3863.435897,Adult,0,Very High,7.6,8.738405934,,Tier 1,15,1,,,1,0.951283796,1
1634,20,Other,192982,43,Kolkata,Very bad,,15,3,4385.954545,Youth,0,Very High,64.5,4.92231557,D,Tier 1,8,,3173.640077,2.098195558,0,0.537791595,0
1635,39,Male,52634,38,Delhi,Average quality,7,19,3,1349.589744,Adult,0,Medium,72.2,8.14984725,,Tier 3,15,1,2782.54854,5.343185653,1,0.101213743,0
1636,48,Other,195037,37,Delhi,Average quality,3,19,3,5132.552632,Middle-Aged,0,Very High,70.3,8.146532184,D,Tier 3,15,,3406.384789,5.390501255,0,0.877401029,0
1637,40,,96981,29,Kolkata,Average quality,1,19,,3232.7,Adult,0,Medium,55.1,3.826168874,D,Tier 1,15,0,912.6690675,5.845065389,0,0.338776345,0
1639,45,Other,186412,81,Chennai,Average quality,1,14,2,2273.317073,Middle-Aged,1,Very High,113.4,8.166541945,,Tier 2,15,1,6662.977251,9.237984252,0,0.781950737,0
1640,31,Other,175642,65,Chennai,Loved it,3,8,5,2661.242424,Adult,,Very High,52,8.937637088,D,Tier 1,8,0,2631.172385,3.038532899,0,0.74211136,1
1641,29,Other,183898,32,Bangalore,Loved it,2,8,3,5572.666667,Adult,0,Very High,25.6,2.425844345,B,Tier 2,8,1,1704.796323,1.108449301,0,0.118005895,1
1644,27,Male,,30,Bangalore,Could be better,7,5,4,6438.354839,Adult,,Very High,15,1.763890703,A,Tier 2,15,1,2486.623709,7.323283509,1,0.033820443,0
1646,23,Female,38051,50,Chennai,Excellent,4,4,1,746.0980392,Youth,0,Low,20,2.599014069,C,Tier 1,9,0,541.4881739,1.815116262,0,0.589003258,1
1647,39,Other,137897,83,Kolkata,Not satisfied,1,2,2,1641.630952,Adult,1,High,16.6,9.825500811,B,Tier 1,13,1,4148.502088,9.700099788,0,0.658389559,0
1648,65,Female,96298,90,Delhi,Average quality,6,2,2,1058.21978,Senior,1,Medium,,1.448644552,B,,15,1,3228.066498,9.575015732,1,0.463639359,0
1649,36,Other,118802,92,Mumbai,Average quality,6,9,1,1277.44086,Adult,1,High,82.8,5.432235604,A,Tier 2,15,1,7205.524029,4.56107149,,0.163375574,1
1650,67,Male,,42,Kolkata,Very bad,1,1,1,1746.209302,Senior,0,Medium,4.2,7.664689333,C,Tier 3,8,1,3554.884756,,0,0.779337437,1
1653,58,Male,95403,55,Kolkata,,6,6,1,1703.625,Middle-Aged,0,Medium,33,6.31122181,B,Tier 3,8,0,3259.568515,3.601072399,1,0.514562941,0
1654,29,Other,94233,,,Could be better,8,7,4,6282.2,Adult,0,Medium,9.8,5.012991599,B,Tier 2,15,1,473.3953122,,1,0.197429575,1
1655,37,,86490,74,Kolkata,Loved it,9,,,1153.2,Adult,1,Medium,103.6,,A,Tier 3,8,0,4432.202141,5.412824371,1,0.921564576,0
1659,42,Female,,31,Chennai,Not satisfied,2,14,5,3843.8125,Middle-Aged,0,High,43.4,2.594305305,C,Tier 2,13,0,1380.53388,9.117409825,0,0.954067551,0
1661,68,Male,45523,,Mumbai,Average quality,1,6,2,555.1585366,Senior,1,Low,48.6,4.315576332,C,Tier 1,15,1,7358.744003,1.515817419,0,0.977333783,1
1662,36,,114000,91,Bangalore,Average quality,5,18,3,1239.130435,Adult,1,High,163.8,9.222472215,D,Tier 3,,1,7152.966915,1.654763727,,0.345869292,0
1663,61,Female,120625,80,Kolkata,Could be better,6,18,3,1489.197531,Senior,1,High,144,3.823902787,B,Tier 2,15,1,3146.096819,4.529297077,1,0.19568105,0
1664,25,Male,67922,6,Bangalore,Very bad,7,11,2,9703.142857,Youth,0,Medium,6.6,5.323578294,B,Tier 2,8,1,319.7738285,1.960421997,1,0.684539741,1
1665,33,Male,136220,10,,Very bad,3,2,5,12383.63636,Adult,0,High,2,1.902830415,B,Tier 1,8,0,930.1586485,6.201897502,0,0.530740593,1
1666,29,Female,175199,32,Bangalore,Good product,6,19,2,5309.060606,Adult,0,Very High,60.8,7.759658255,C,Tier 2,12,1,3097.036662,2.118774693,1,0.269769717,1
1667,27,Other,27265,46,Kolkata,Could be better,1,10,3,580.106383,Adult,0,Low,46,7.228607358,,Tier 2,15,1,,7.786929232,0,0.67513243,0
1668,58,Male,77804,69,Mumbai,,1,2,5,1111.485714,Middle-Aged,0,Medium,13.8,6.530040481,C,Tier 3,15,0,4979.03828,8.850379036,0,,1
1669,51,Other,55294,81,Chennai,Loved it,1,3,5,674.3170732,Middle-Aged,1,Medium,,7.458655572,A,Tier 2,8,1,,6.237236396,0,0.094362668,0
1670,,Female,163988,17,Kolkata,Not satisfied,3,11,,9110.444444,Adult,0,Very High,18.7,8.258919471,B,Tier 3,13,0,1665.194635,3.303190868,0,0.691057364,0
1672,58,Female,126750,77,Mumbai,Average quality,7,19,3,1625,Middle-Aged,1,High,146.3,7.65037774,D,Tier 2,15,0,1932.848921,1.90748331,1,0.487016486,1
1673,56,Male,99553,87,Bangalore,Average quality,7,15,3,1131.284091,Middle-Aged,1,Medium,130.5,8.542045684,C,Tier 1,15,0,6156.96984,9.710748474,1,0.107916253,0
1674,38,Male,124601,78,Mumbai,Average quality,,5,,1577.227848,Adult,1,High,39,4.363923293,B,,15,0,4263.869167,7.847866469,,0.133924351,0
1676,25,Male,24011,41,Mumbai,Excellent,,16,5,571.6904762,Youth,,Low,65.6,2.1469875,B,Tier 3,9,1,3538.6935,1.88807371,1,0.837917006,1
1677,25,Female,178272,4,Chennai,Average quality,,9,,35654.4,,0,Very High,3.6,6.153998531,B,Tier 1,15,1,280.8090138,1.410781596,1,0.049993618,1
1679,69,Female,146519,,Bangalore,Loved it,2,11,4,2186.850746,Senior,0,High,,9.385128961,A,Tier 2,8,1,4325.301916,7.858861035,0,0.926203017,1
1680,33,Male,111828,96,,Average quality,2,4,1,1152.865979,Adult,1,High,38.4,8.739448721,C,Tier 1,15,1,5299.586352,4.839318507,0,0.61960332,0
1681,29,Female,126379,,Kolkata,Could be better,6,2,,1452.632184,Adult,1,,17.2,9.916073661,A,Tier 1,15,,5518.899133,3.684634106,1,0.466432204,0
1683,,Male,98863,60,Chennai,,,5,,,Adult,0,Medium,30,2.246084683,C,Tier 3,15,0,2112.939971,8.206408533,1,0.075981782,0
1684,61,Female,108370,80,Bangalore,Excellent,2,17,4,1337.901235,Senior,1,High,136,9.60894419,A,Tier 2,,0,5345.85341,6.940523553,0,,0
1686,58,Male,58498,19,Bangalore,Average quality,2,1,4,2924.9,Middle-Aged,,Medium,1.9,,B,Tier 3,15,0,,3.620602583,0,0.649366681,1
1687,67,,77196,48,Kolkata,Very bad,3,6,1,1575.428571,Senior,0,Medium,28.8,3.075836268,B,Tier 2,8,1,4044.502722,7.454348948,0,0.890431755,0
1688,43,Other,135828,17,Mumbai,Average quality,7,5,2,7546,Middle-Aged,,High,8.5,4.876753078,C,Tier 2,15,1,701.7746376,3.674247576,1,0.334744766,0
1689,61,,125315,,Bangalore,Loved it,6,13,4,1253.15,Senior,1,,128.7,5.262573889,C,Tier 1,8,1,1853.632493,1.484210099,1,0.129533179,0
1690,62,Male,189331,1,Kolkata,Loved it,2,11,3,94665.5,Senior,0,Very High,1.1,,D,Tier 1,8,,42.95346735,7.182297169,0,0.545229886,1
1691,52,Female,47909,97,Chennai,Good product,5,14,5,488.8673469,Middle-Aged,1,Low,135.8,6.949211891,B,Tier 3,12,0,9242.438,4.579676712,0,0.762529252,0
1693,59,Female,195405,61,Mumbai,Loved it,6,4,4,3151.693548,Middle-Aged,0,Very High,24.4,6.708582232,C,Tier 1,8,1,4981.990195,4.200358547,1,0.792459993,0
1694,22,Male,128255,60,Chennai,Not satisfied,7,7,3,2102.540984,Youth,0,High,42,5.314703634,A,Tier 3,13,0,3136.785053,5.682201099,1,0.042359243,1
1696,30,Male,53896,21,Delhi,Excellent,2,5,3,2449.818182,Adult,0,Medium,10.5,9.410780364,D,Tier 2,9,1,349.8977816,5.533978905,0,0.950182394,0
1697,61,,63880,56,Kolkata,,1,6,5,1120.701754,Senior,0,Medium,33.6,8.370670312,B,,,0,590.4551922,9.005431111,0,0.368261896,0
1699,18,Other,136944,,Bangalore,Could be better,8,7,,1902,Youth,1,High,49.7,5.425966575,D,,15,0,,2.505562654,1,0.180973115,0
1700,19,Female,150560,,Chennai,Average quality,8,,3,2595.862069,Youth,0,Very High,85.5,2.092097412,A,Tier 3,15,1,,4.219267956,1,0.481439315,0
1701,67,Other,125603,17,Bangalore,Very bad,3,4,2,6977.944444,Senior,0,High,6.8,9.107152302,D,Tier 3,8,1,360.9409277,8.071138736,0,0.629940079,1
1702,56,Female,113144,33,Chennai,Could be better,3,3,1,3327.764706,,0,High,9.9,2.951323533,,Tier 1,15,1,2497.055179,9.265923889,0,0.022337654,0
1705,27,Other,123247,34,Chennai,Very bad,8,2,1,3521.342857,Adult,0,High,6.8,1.229422501,C,Tier 3,8,,1563.008225,,1,0.694817753,1
1706,23,Other,,96,Mumbai,Loved it,1,7,2,,Youth,1,Low,67.2,1.811027087,D,Tier 2,,0,3944.789719,8.307681478,0,0.691903862,0
1708,50,Other,72116,5,Delhi,Good product,7,4,4,12019.33333,Middle-Aged,0,Medium,2,4.268721217,B,Tier 2,12,1,285.208876,9.677124388,1,0.335633726,0
1709,47,Male,98972,19,Mumbai,Very bad,8,,1,4948.6,,0,Medium,22.8,4.886833507,,,8,1,1312.612115,5.748489106,1,0.074402058,1
1710,43,Other,154304,79,Mumbai,Excellent,3,16,5,1928.8,Middle-Aged,1,Very High,126.4,2.616786841,C,Tier 3,,1,1440.950556,6.954069986,0,0.555450752,0
1711,66,Other,98006,52,Chennai,Average quality,7,18,1,1849.169811,Senior,0,Medium,93.6,7.623773839,D,Tier 2,15,1,2677.787426,7.056312676,1,0.977101863,0
